product_index,filepath,embedding,title
2003,Mahesh/Loafers/img_00002004.jpg,"[-0.018193896859884262, -0.12064456194639206, -0.20498013496398926, 0.2696678638458252, 0.06987795233726501, 0.018753333017230034, 0.09763133525848389, -0.06076797842979431, -0.084663525223732, -0.15762904286384583, 0.1977926343679428, -0.014043409377336502, 0.09915049374103546, 0.03598058596253395, 0.08530962467193604, -0.08428126573562622, -0.04395516589283943, -0.05618518218398094, 0.03913923725485802, -0.006689191795885563, 0.004959926474839449, -0.24296702444553375, 0.02544568106532097, 0.07372519373893738, -0.010344788432121277, -0.03301341086626053, 0.34013044834136963, 0.2637113332748413, 0.04651679843664169, 0.1020413264632225, 0.08119828253984451, -0.010133995674550533, -0.054584700614213943, 0.1015230268239975, -0.06719255447387695, 0.10013231635093689, -0.01889117993414402, -0.1199529767036438, -0.03364134579896927, 0.2898886501789093, -0.19013191759586334, -0.06857699155807495, -0.008602741174399853, 0.011366221122443676, -0.16671055555343628, 0.013505153357982635, -0.27070629596710205, -0.006082029547542334, -0.02162574790418148, 0.08594740927219391, 0.15524829924106598, -0.15837736427783966, 0.05401058867573738, -0.08650871366262436, 0.014361918903887272, -0.08499699831008911, -0.21656189858913422, -0.03715994581580162, -0.25242555141448975, 0.03924407809972763, -0.10345508903265, 0.00592666445299983, 0.07868077605962753, 0.046258796006441116]",Casual Polo Shirt for Outdoor Wear
2004,Mahesh/Loafers/img_00002005.jpg,"[0.006832650862634182, -0.11804232001304626, -0.20176000893115997, 0.2524890899658203, 0.06894230842590332, 0.08552996069192886, 0.10315873473882675, -0.06182616576552391, -0.15600760281085968, -0.10897506773471832, 0.23667599260807037, -0.08322219550609589, 0.0704088881611824, 0.033813104033470154, 0.07992929220199585, -0.12944911420345306, -0.05375272408127785, -0.1255243420600891, 0.09183110296726227, 0.03845033049583435, 0.0324043408036232, -0.20505040884017944, 0.006829594727605581, -0.011002607643604279, -0.06645572930574417, 0.02062475122511387, 0.2782747745513916, 0.22719115018844604, 0.07516215741634369, 0.08265909552574158, 0.07950402796268463, 0.05072542279958725, -0.05512705445289612, 0.16065160930156708, -0.098408542573452, 0.136474147439003, 0.007898451760411263, -0.1791313737630844, -0.00977273192256689, 0.2455504685640335, -0.18015015125274658, -0.02755896933376789, -0.004037735518068075, 0.04759225621819496, -0.14352251589298248, 0.02967650629580021, -0.21479319036006927, -0.016197020187973976, -0.018483653664588928, 0.09349174797534943, 0.11240057647228241, -0.1662234365940094, 0.09134732931852341, -0.07615969330072403, -0.008856714703142643, -0.04073059931397438, -0.22996118664741516, -0.05628204718232155, -0.29342448711395264, 0.11957019567489624, -0.10996157675981522, 0.043255455791950226, -0.013818735256791115, 0.10314217209815979]",Men's Designer Polo Shirt for Daily Wear
2005,Mahesh/Loafers/img_00002006.jpg,"[-0.004250115714967251, -0.12818993628025055, -0.1861422210931778, 0.25897160172462463, 0.09737593680620193, 0.025878164917230606, 0.0979892835021019, -0.044518355280160904, -0.1148272454738617, -0.09267930686473846, 0.25243696570396423, -0.04418540000915527, 0.08425538241863251, 0.0019198956433683634, 0.14142820239067078, -0.06497349590063095, -0.011876776814460754, -0.0969729945063591, 0.06152729317545891, 0.007921186275780201, 0.02233530953526497, -0.271613746881485, 0.08400467038154602, 0.03321780264377594, -0.023020848631858826, -0.05650581419467926, 0.23894689977169037, 0.23549334704875946, 0.03088204190135002, 0.06374559551477432, 0.13610850274562836, 0.02937239222228527, 0.029202289879322052, 0.15116159617900848, -0.06332065165042877, 0.1145133525133133, -0.028510477393865585, -0.13561999797821045, -0.0721047967672348, 0.3708745539188385, -0.1822594702243805, -0.016733327880501747, -0.011797617189586163, 0.06673901528120041, -0.1412610560655594, 0.024242639541625977, -0.15760162472724915, 0.0008780480129644275, -0.039190128445625305, 0.09283345192670822, 0.04269573092460632, -0.20683610439300537, 0.017154701054096222, -0.15823549032211304, -0.05807974189519882, -0.08944066613912582, -0.19734059274196625, -0.09038157016038895, -0.24479444324970245, 0.11789481341838837, -0.05386876314878464, 0.04847349599003792, 0.0005744764930568635, 0.030183997005224228]",Elegant Polo Shirt
2006,Mahesh/Loafers/img_00002007.jpg,"[0.06047328934073448, -0.06012938544154167, -0.07820882648229599, 0.39304742217063904, 0.14743675291538239, 0.1223231628537178, 0.139102965593338, -0.04105175659060478, -0.07037048041820526, -0.1486549973487854, 0.028374075889587402, 0.1356855183839798, -0.016372546553611755, 0.11899704486131668, 0.09530303627252579, -0.17923761904239655, -0.07487957924604416, 0.1309133619070053, -0.09638244658708572, 0.05879626423120499, 0.043860554695129395, -0.1980692595243454, 0.11486987769603729, 0.08666715025901794, -0.01833208277821541, 0.1031913086771965, 0.27580854296684265, 0.12110063433647156, 0.08857397735118866, -0.04580075666308403, 0.20108932256698608, 0.02278328314423561, 0.000336684868671, -0.02822549268603325, -0.10652467608451843, 0.227111354470253, 0.04577013477683067, -0.09018411487340927, -0.10747683048248291, 0.26587605476379395, -0.01378478854894638, -0.07357024401426315, 0.1821974515914917, -0.07350058108568192, -0.12429969012737274, -0.09151283651590347, -0.07166586816310883, -0.05771496519446373, 0.022108333185315132, 0.13329729437828064, 0.11036325991153717, -0.05045740306377411, -0.02339818701148033, -0.111644446849823, -0.027663657441735268, -0.12072183936834335, -0.1569269597530365, 0.043055687099695206, -0.2533385455608368, -0.00025803185417316854, -0.10603480786085129, -0.1266828179359436, -0.09203562140464783, 0.045503731817007065]",Essential Fashion Polo Shirt for Outdoor Wear
2007,Mahesh/Loafers/img_00002008.jpg,"[0.0276494063436985, -0.1758047640323639, -0.22630096971988678, 0.2857627868652344, 0.16032962501049042, 0.04020124673843384, 0.07747258245944977, -0.019670873880386353, -0.04428650066256523, -0.05693426728248596, 0.1825518161058426, -0.0011062765261158347, 0.016435950994491577, 0.02520466409623623, 0.055891428142786026, -0.07147904485464096, 0.026508457958698273, -0.058092307299375534, 0.062029995024204254, -0.015130797401070595, -0.07454914599657059, -0.2475052773952484, 0.06913938373327255, 0.0624275766313076, 0.08800408989191055, 0.017239980399608612, 0.3285263776779175, 0.23682858049869537, 0.07240907102823257, 0.06429605185985565, 0.07410012185573578, -0.018833909183740616, -0.056705232709646225, 0.06074580177664757, -0.1556183099746704, 0.04621823504567146, 0.011227330192923546, -0.07213065773248672, -0.12955284118652344, 0.26826274394989014, -0.14931704103946686, -0.09196218848228455, -0.10267952084541321, -0.05723416432738304, -0.005184077192097902, -0.052701253443956375, -0.19868382811546326, -0.011948945000767708, 0.1004774421453476, 0.07153414189815521, 0.12473506480455399, -0.1803446114063263, -0.012649863958358765, -0.12342555820941925, -0.009279852733016014, -0.14489641785621643, -0.14342813193798065, 0.04793426766991615, -0.313254177570343, 0.0529898926615715, -0.18349459767341614, -0.09924344718456268, -0.039135292172431946, -0.013775666244328022]",Relaxed Fit Tailored Polo Shirt
2008,Mahesh/Loafers/img_00002009.jpg,"[0.06057097017765045, -0.14788536727428436, -0.11122126877307892, 0.15952633321285248, 0.25997066497802734, 0.05066843330860138, -0.010277913883328438, -0.03643076866865158, -0.12978360056877136, -0.12409314513206482, 0.2194240838289261, 0.022214170545339584, 0.14679737389087677, 0.020426323637366295, 0.11661386489868164, -0.0334017351269722, 0.02762453630566597, -0.08337287604808807, -0.05993020161986351, 0.02896810881793499, 0.068400539457798, -0.2813057601451874, -0.03471999242901802, -0.009663247503340244, -0.015191508457064629, -0.025193864479660988, 0.30803191661834717, 0.14152278006076813, 0.13566192984580994, 0.06506982445716858, 0.1185402125120163, -0.037715889513492584, -0.031402189284563065, 0.16935092210769653, -0.07200144976377487, 0.04364745318889618, 0.05080505460500717, -0.07720958441495895, -0.07445186376571655, 0.26351994276046753, -0.1785135567188263, -0.12035751342773438, -0.046885356307029724, 0.04029818996787071, -0.06349868327379227, 0.11619269102811813, -0.25221583247184753, -0.01080402173101902, 0.04959973692893982, 0.07703569531440735, 0.1747337281703949, -0.14632335305213928, 0.05309600755572319, -0.05173258110880852, 0.1391778439283371, -0.06343719363212585, -0.23497402667999268, 0.09878776222467422, -0.2101910412311554, 0.11184404045343399, 0.028427548706531525, 0.07319344580173492, 0.15389440953731537, 0.06236017122864723]",Classic Soft Knit Polo Shirt
2009,Mahesh/Loafers/img_00002010.jpg,"[0.007548558991402388, -0.13328757882118225, -0.20965416729450226, 0.3154923617839813, 0.08830466866493225, 0.04183785989880562, 0.15273506939411163, -0.07802805304527283, -0.11781282722949982, -0.10414692014455795, 0.22243906557559967, 0.02390977181494236, 0.016175996512174606, 0.041883859783411026, 0.07050007581710815, -0.16296103596687317, -0.030241332948207855, 0.011382177472114563, 0.0495944619178772, 0.02800850011408329, 0.043334007263183594, -0.28858059644699097, 0.03998088836669922, 0.056799955666065216, 0.001203975290991366, 0.009159361012279987, 0.2946203351020813, 0.22139528393745422, 0.05556768551468849, 0.06670594960451126, 0.12537594139575958, 0.042054682970047, -0.06712951511144638, 0.045950546860694885, -0.08413605391979218, 0.05010504275560379, 0.011107447557151318, -0.07746802270412445, -0.10319195687770844, 0.26571428775787354, -0.13267159461975098, -0.07335720956325531, -0.008442915044724941, -0.0025340088177472353, -0.13450965285301208, -0.021358702331781387, -0.1992032527923584, -0.019130440428853035, 0.03466029837727547, 0.12463127076625824, 0.13517382740974426, -0.18633389472961426, 0.025767287239432335, -0.14402608573436737, 0.01864555850625038, -0.09123392403125763, -0.20490235090255737, -0.0226721353828907, -0.2645599842071533, 0.09229255467653275, -0.14528048038482666, -0.04718543589115143, -0.06649211794137955, 0.048942405730485916]",Relaxed Fit Slim Fit Polo Shirt Edition
2010,Mahesh/Loafers/img_00002011.jpg,"[-0.03244008496403694, -0.12056945264339447, -0.21702761948108673, 0.32208576798439026, 0.13800691068172455, -0.005366737488657236, 0.14333476126194, -0.0017152730142697692, -0.10972869396209717, -0.137223020195961, 0.14074482023715973, 0.058309655636548996, 0.0033606525976210833, 0.07185125350952148, 0.08177154511213303, -0.10800015926361084, -0.07153259962797165, 0.06133810058236122, 0.029642783105373383, 0.0043477388098835945, 0.006695305462926626, -0.24634064733982086, 0.022144684568047523, 0.07009892910718918, 0.030026303604245186, 0.01443465519696474, 0.33348020911216736, 0.23002733290195465, 0.09449033439159393, 0.021564166992902756, 0.1609102338552475, 0.02516215667128563, -0.0364634171128273, 0.042069438844919205, -0.14511221647262573, 0.1280331164598465, 0.010368186980485916, -0.0869608148932457, -0.12100860476493835, 0.2657741606235504, -0.1366988867521286, -0.08373050391674042, 0.027194572612643242, -0.07425443828105927, -0.10279835015535355, -0.05849657952785492, -0.10873308032751083, -0.08656734973192215, 0.0014693558914586902, 0.09461207687854767, 0.10395167022943497, -0.12767794728279114, 0.01627371646463871, -0.10502439737319946, -0.05683855712413788, -0.12763945758342743, -0.20201440155506134, 0.012516072019934654, -0.3102959990501404, 0.09351895749568939, -0.14125943183898926, -0.06716654449701309, -0.05622698366641998, 0.005244167055934668]",Casual Tailored Polo Shirt Collection
2011,Mahesh/Loafers/img_00002012.jpg,"[0.06755749136209488, -0.018501784652471542, -0.11599341034889221, 0.24180905520915985, 0.14868497848510742, 0.07859176397323608, 0.12477471679449081, -0.04106929153203964, -0.08961041271686554, -0.17254523932933807, 0.22006180882453918, -0.02715705893933773, -0.0032103783451020718, 0.10660062730312347, 0.019920922815799713, -0.16991598904132843, -0.06285816431045532, -0.037303533405065536, 0.013498268090188503, 0.07764632254838943, -0.009659293107688427, -0.18337382376194, -0.03071260266005993, 0.06530670076608658, -0.0695413202047348, -0.0062225754372775555, 0.33287736773490906, 0.15565593540668488, 0.17784066498279572, -0.05005261301994324, 0.0954965204000473, 0.1435963362455368, -0.0566527359187603, 0.08244252949953079, -0.06148647516965866, 0.13240277767181396, 0.07482625544071198, -0.1592186689376831, -0.08635435253381729, 0.25055989623069763, -0.08862041682004929, -0.12934145331382751, 0.07576730847358704, -0.03533522039651871, -0.07591068744659424, 0.009250888600945473, -0.22521352767944336, -0.03240768611431122, 0.025074463337659836, 0.029607724398374557, 0.17396727204322815, -0.268102765083313, 0.022103849798440933, -0.06519418954849243, 0.10146138072013855, 0.03484179452061653, -0.20846450328826904, -0.07318061590194702, -0.23358027637004852, 0.16704174876213074, -0.095389224588871, 0.009635276161134243, -0.09685429185628891, 0.06568807363510132]",Men's Classic Polo Shirt for Weekend Style
2012,Mahesh/Loafers/img_00002013.jpg,"[-0.009710229933261871, -0.143193319439888, -0.18814784288406372, 0.2500903010368347, 0.09174756705760956, 0.051429443061351776, 0.11648537963628769, -0.03808446228504181, -0.15761569142341614, -0.05995175987482071, 0.1741221845149994, -0.02065744809806347, -0.0012685778783634305, 0.03038894198834896, 0.11288637667894363, -0.1086903065443039, -0.025892294943332672, -0.02720171958208084, 0.061795033514499664, -0.0018539632437750697, -0.04570865258574486, -0.2532340884208679, 0.058045417070388794, -0.03048265166580677, -0.050483398139476776, 0.07589412480592728, 0.33132925629615784, 0.225754976272583, 0.04609924927353859, 0.08358386158943176, 0.08395954966545105, 0.032370127737522125, -0.02283025160431862, 0.09036721289157867, -0.088803730905056, 0.1251356303691864, 0.007907881401479244, -0.1261337846517563, -0.10035571455955505, 0.27684342861175537, -0.14219917356967926, -0.09614426642656326, -0.06213148683309555, 0.021458927541971207, -0.04589598625898361, -0.016376934945583344, -0.21624501049518585, -0.04250582307577133, 0.0462038628757, 0.032279979437589645, 0.15171799063682556, -0.22336021065711975, 0.05210280045866966, -0.15050536394119263, -0.020228073000907898, -0.09560989588499069, -0.1366654634475708, 0.028297314420342445, -0.3016291856765747, 0.13916318118572235, -0.19531263411045074, -0.011386966332793236, -0.0784028172492981, 0.061680570244789124]",Premium Lightweight Polo Shirt for Office Wear
2013,Mahesh/Loafers/img_00002014.jpg,"[-0.021412663161754608, -0.14850178360939026, -0.21863427758216858, 0.3039708435535431, 0.17854729294776917, 0.1064000278711319, 0.11496735364198685, -0.04544397443532944, -0.10079524666070938, -0.08073873072862625, 0.23708027601242065, -0.014558364637196064, 0.04177112504839897, -0.021887900307774544, 0.05061986297369003, -0.07013595849275589, -0.015932699665427208, -0.08278124034404755, 0.0926201269030571, 0.005632000509649515, 0.001869281637482345, -0.25694993138313293, 0.014306106604635715, 0.05174046754837036, 0.05512722581624985, -0.02265108749270439, 0.30959996581077576, 0.2771073281764984, 0.054811351001262665, 0.07580380886793137, 0.07400926947593689, -0.011743128299713135, 0.017042802646756172, 0.11323584616184235, -0.12547288835048676, 0.07499809563159943, -0.01813051663339138, -0.1607472151517868, -0.09228017926216125, 0.23617519438266754, -0.17903217673301697, 0.01049110572785139, -0.004108436871320009, -0.04673151299357414, -0.09323414415121078, 0.005026708357036114, -0.18625618517398834, -0.013831519521772861, 0.04867156594991684, 0.10706479102373123, 0.11126486212015152, -0.1783963143825531, 0.05245392769575119, -0.09261435270309448, -0.048626020550727844, -0.12602326273918152, -0.2100887894630432, -0.03766484931111336, -0.25468289852142334, 0.07660126686096191, -0.11405905336141586, 0.020362168550491333, 0.010448726825416088, 0.02191297337412834]",Essential Lightweight Polo Shirt
2014,Mahesh/Loafers/img_00002015.jpg,"[0.025094257667660713, -0.10710994154214859, -0.21175652742385864, 0.2752671241760254, 0.08438029140233994, 0.0685567632317543, 0.09756076335906982, -0.022232241928577423, -0.13479140400886536, -0.09415382146835327, 0.20128770172595978, -0.035665806382894516, 0.06066308543086052, 0.04711119458079338, 0.12004441022872925, -0.12973617017269135, -0.043996769934892654, -0.029186641797423363, 0.0764172375202179, -0.059946514666080475, -0.004955780692398548, -0.2484157830476761, 0.03228539600968361, 0.029662054032087326, -0.07925038039684296, -0.037282802164554596, 0.2620086967945099, 0.23041608929634094, 0.054641108959913254, 0.08445475995540619, 0.09518275409936905, 0.01772775687277317, -0.049344081431627274, 0.09529679268598557, -0.08612119406461716, 0.12734255194664001, 0.004126216284930706, -0.12749509513378143, -0.07062651216983795, 0.319050133228302, -0.11598315089941025, -0.048585642129182816, -0.0063516516238451, 0.03576776757836342, -0.11712782084941864, 0.004009629134088755, -0.23689942061901093, -0.03903789818286896, 0.024784991517663002, 0.07003076374530792, 0.14366495609283447, -0.21464677155017853, 0.04420182481408119, -0.12215156108140945, -0.030355891212821007, -0.07086391746997833, -0.19838997721672058, -0.03569411858916283, -0.3029733896255493, 0.14614880084991455, -0.11772856116294861, 0.006013437639921904, -0.06431005150079727, 0.03355753794312477]",Essential Premium Quality Polo Shirt
2015,Mahesh/Loafers/img_00002016.jpg,"[-0.011822405271232128, -0.04688987508416176, -0.2529551684856415, 0.2831292748451233, 0.050282951444387436, 0.12330055981874466, 0.2435833066701889, -0.10439976304769516, -0.08420929312705994, -0.10871050506830215, 0.1997220367193222, 0.006437673233449459, -0.02496054768562317, 0.02870996482670307, 0.03554985672235489, -0.16100263595581055, 0.01921641081571579, -0.04981907829642296, 0.03357976675033569, 0.03021121211349964, 0.07195933908224106, -0.19887027144432068, 0.07684043794870377, 0.06462663412094116, 0.09617791324853897, -0.012086610309779644, 0.33124569058418274, 0.2668999433517456, 0.05652640014886856, 0.0821356326341629, 0.10284010320901871, 0.06857647746801376, -0.0041517773643136024, 0.027301661670207977, 0.018433883786201477, 0.08491312712430954, -0.029261847957968712, -0.10170888155698776, -0.039148855954408646, 0.25805556774139404, -0.1810591071844101, -0.05601250007748604, 0.043520327657461166, -0.030386172235012054, -0.15436767041683197, -0.03916717320680618, -0.2213163673877716, 0.06133955717086792, 0.010202808305621147, 0.09799861162900925, 0.10972672700881958, -0.1415538638830185, -0.01056279893964529, -0.12714414298534393, -0.02346184104681015, -0.07749838382005692, -0.16853533685207367, -0.12580227851867676, -0.2357686311006546, 0.11040768027305603, -0.126968652009964, 0.0462256595492363, -0.05036342144012451, 0.02996290847659111]",Relaxed Fit Polo Shirt
2016,Mahesh/Loafers/img_00002017.jpg,"[-0.007507216650992632, -0.047343604266643524, -0.257194846868515, 0.2828110456466675, 0.05325954034924507, 0.1275036633014679, 0.24548745155334473, -0.10385999083518982, -0.08061306178569794, -0.10316694527864456, 0.19322575628757477, 0.013073911890387535, -0.03362968936562538, 0.02451014332473278, 0.027638748288154602, -0.16013039648532867, 0.024654559791088104, -0.0403592623770237, 0.03126168251037598, 0.02018333598971367, 0.06725465506315231, -0.19943320751190186, 0.06828730553388596, 0.07388254255056381, 0.11225046962499619, -0.010342142544686794, 0.3399912714958191, 0.26718875765800476, 0.05615607649087906, 0.08372806012630463, 0.10422711819410324, 0.0633113831281662, -0.0015041586011648178, 0.012612652033567429, 0.025077400729060173, 0.07520519196987152, -0.027047336101531982, -0.09040786325931549, -0.048567477613687515, 0.25142064690589905, -0.18518607318401337, -0.06964057683944702, 0.03516523912549019, -0.04098669812083244, -0.15329957008361816, -0.04194047674536705, -0.22948189079761505, 0.06524211913347244, 0.018692076206207275, 0.09249919652938843, 0.1151931881904602, -0.13569889962673187, -0.019972700625658035, -0.13068127632141113, -0.019776202738285065, -0.0844184085726738, -0.16267944872379303, -0.12144947797060013, -0.22889091074466705, 0.10366074740886688, -0.12678754329681396, 0.04364120215177536, -0.04893304035067558, 0.020102599635720253]",Women's Classic Polo Shirt for Outdoor Wear
2017,Mahesh/Loafers/img_00002018.jpg,"[-0.009310644119977951, -0.1013685092329979, -0.1680147349834442, 0.34088191390037537, 0.1406637579202652, 0.09134986251592636, 0.12806685268878937, -0.026812398806214333, -0.12156060338020325, -0.14925327897071838, 0.17013661563396454, 0.04262932389974594, 0.004600918386131525, 0.06378376483917236, 0.08715853840112686, -0.13192284107208252, -0.06750163435935974, 0.027572782710194588, 0.042705949395895004, 0.007929961197078228, 0.026869049295783043, -0.24300383031368256, 0.051065895706415176, 0.06316138803958893, -0.028603550046682358, 0.03439811244606972, 0.3019523024559021, 0.23704677820205688, 0.06283105164766312, 0.030861997976899147, 0.14751051366329193, 0.04996294528245926, 0.011712495237588882, 0.06949382275342941, -0.12890459597110748, 0.19504457712173462, 0.010911169461905956, -0.19818685948848724, -0.09075534343719482, 0.24479356408119202, -0.1136012151837349, -0.005579967051744461, 0.10416354984045029, -0.05611538141965866, -0.12442617863416672, -0.04802510514855385, -0.13116352260112762, -0.0715627446770668, 0.01415952853858471, 0.10207395255565643, 0.135283425450325, -0.14892402291297913, 0.052644528448581696, -0.0858340635895729, -0.06060715764760971, -0.1135825514793396, -0.18190689384937286, 0.027520768344402313, -0.27455127239227295, 0.11576494574546814, -0.10070447623729706, -0.05190553143620491, -0.050839073956012726, 0.029346417635679245]",Unisex Slim Fit Polo Shirt for Outdoor Wear
2018,Mahesh/Loafers/img_00002019.jpg,"[-0.028689561411738396, -0.0859106257557869, -0.23005956411361694, 0.28635528683662415, 0.01885770447552204, 0.07250379770994186, 0.19631247222423553, -0.10957252234220505, -0.07718688994646072, -0.1497662514448166, 0.17351561784744263, -0.0015593384159728885, 0.03861992433667183, 0.03840503841638565, 0.05449628457427025, -0.15681909024715424, -0.035538449883461, -0.009373357519507408, 0.02449675463140011, 0.03050215169787407, 0.050522591918706894, -0.21884210407733917, 0.01759820058941841, 0.06356176733970642, 0.040614839643239975, 0.013358519412577152, 0.3359999358654022, 0.2574911415576935, 0.0271576140075922, 0.10653288662433624, 0.11197010427713394, 0.014331464655697346, -0.03785683214664459, 0.043896742165088654, -0.028970887884497643, 0.09813439846038818, -0.024536598473787308, -0.11014550179243088, -0.0366867259144783, 0.23550209403038025, -0.1954575628042221, -0.060464486479759216, 0.02634233422577381, 0.008607970550656319, -0.2087296098470688, -0.029798734933137894, -0.2536884546279907, 0.007040290627628565, -0.018460100516676903, 0.10389256477355957, 0.1614968478679657, -0.11447590589523315, 0.026120858266949654, -0.13576160371303558, -0.016833238303661346, -0.09505965560674667, -0.2074143886566162, -0.054898474365472794, -0.25645193457603455, 0.048478495329618454, -0.13385845720767975, -0.0005355624598450959, 0.023754209280014038, 0.043644554913043976]",Casual Soft Knit Polo Shirt for Outdoor Wear
2019,Mahesh/Loafers/img_00002020.jpg,"[-0.030919790267944336, -0.08405398577451706, -0.23335114121437073, 0.2863607704639435, 0.012738119810819626, 0.06975357234477997, 0.19922523200511932, -0.11162453889846802, -0.07528398931026459, -0.1490117311477661, 0.1708136796951294, -0.0006672591553069651, 0.036843620240688324, 0.03893182426691055, 0.05285801738500595, -0.1569823920726776, -0.03460496664047241, -0.007163926027715206, 0.02292853221297264, 0.02747761458158493, 0.04946700856089592, -0.21598045527935028, 0.02022344246506691, 0.06490107625722885, 0.04580191522836685, 0.014493517577648163, 0.33729588985443115, 0.25864365696907043, 0.025771981105208397, 0.10930759459733963, 0.11137285828590393, 0.015172761864960194, -0.03869392350316048, 0.039793211966753006, -0.02442154474556446, 0.0973939597606659, -0.026562822982668877, -0.10630716383457184, -0.033534273505210876, 0.23282085359096527, -0.195977121591568, -0.0641409307718277, 0.024253498762845993, 0.010377403348684311, -0.21039468050003052, -0.03412945196032524, -0.25482651591300964, 0.009639861062169075, -0.020317358896136284, 0.10498526692390442, 0.16211558878421783, -0.11050979793071747, 0.02325415425002575, -0.13741901516914368, -0.01734008640050888, -0.09646258503198624, -0.2047346830368042, -0.05677870661020279, -0.25506672263145447, 0.044739652425050735, -0.1371045708656311, 9.649024286773056e-05, 0.023670470342040062, 0.04272378608584404]",Classic Fashion Polo Shirt
2020,Mahesh/Loafers/img_00002021.jpg,"[-0.02661399357020855, -0.11276239901781082, -0.21967490017414093, 0.2548987865447998, 0.06353740394115448, 0.05787535384297371, 0.15783964097499847, -0.1024947389960289, -0.12023215740919113, -0.10631822049617767, 0.19997109472751617, -0.012473946437239647, 0.04770641028881073, 0.028962325304746628, 0.05357113853096962, -0.11993267387151718, -0.04965676739811897, -0.028531845659017563, 0.06139137223362923, -0.03070554882287979, 0.026223624125123024, -0.23779059946537018, 0.020201828330755234, 0.06633568555116653, 0.015745168551802635, -0.03185997158288956, 0.33184680342674255, 0.27578336000442505, 0.05844428762793541, 0.10076683014631271, 0.08482873439788818, 0.03231550380587578, -0.06142592430114746, 0.06337094306945801, -0.04950566589832306, 0.09751080721616745, -0.010017124004662037, -0.0962316170334816, -0.10100198537111282, 0.24619413912296295, -0.1762281209230423, -0.10140587389469147, -0.001276691909879446, 0.023325307294726372, -0.14401975274085999, 0.0064615546725690365, -0.26965704560279846, 0.015099438838660717, 0.0028714113868772984, 0.07035226374864578, 0.14707030355930328, -0.20914195477962494, 0.038283176720142365, -0.11250254511833191, 0.005989785771816969, -0.07705341279506683, -0.2220519781112671, -0.02779207192361355, -0.22425080835819244, 0.12825502455234528, -0.14213596284389496, 0.01509936898946762, -0.03690224885940552, 0.02046602964401245]",Unisex Comfort Wear Polo Shirt for Office Wear
2021,Mahesh/Loafers/img_00002022.jpg,"[-0.03164275735616684, -0.11505302041769028, -0.21726781129837036, 0.2591527998447418, 0.06589870154857635, 0.057095158845186234, 0.15808016061782837, -0.09934427589178085, -0.12740615010261536, -0.10475516319274902, 0.19944675266742706, -0.007850434631109238, 0.05043749883770943, 0.028743436560034752, 0.05517014488577843, -0.11710697412490845, -0.04887692630290985, -0.0249212346971035, 0.06034744903445244, -0.03483002260327339, 0.02981804870069027, -0.23825690150260925, 0.02244209684431553, 0.06665458530187607, 0.020118284970521927, -0.03304963558912277, 0.33337655663490295, 0.274252325296402, 0.0618087463080883, 0.09882484376430511, 0.08566243946552277, 0.03455553576350212, -0.057274553924798965, 0.06705262511968613, -0.04890839010477066, 0.10463839024305344, -0.013717574998736382, -0.09482358396053314, -0.10402102768421173, 0.2489130049943924, -0.1741500198841095, -0.10170064121484756, -0.0021441769786179066, 0.022029755637049675, -0.13973021507263184, 0.007269667461514473, -0.26597604155540466, 0.009662608616054058, 0.0021692891605198383, 0.06850048899650574, 0.14168694615364075, -0.2070142775774002, 0.038530007004737854, -0.11448194086551666, 7.245488814078271e-05, -0.0838698223233223, -0.21794594824314117, -0.027594005689024925, -0.22346003353595734, 0.12763428688049316, -0.1440918892621994, 0.01822350174188614, -0.03758120909333229, 0.02066846936941147]",Relaxed Fit Polo Shirt for Winter
2022,Mahesh/Loafers/img_00002023.jpg,"[-0.011508643627166748, -0.07388070225715637, -0.2231535166501999, 0.30347779393196106, 0.05932231992483139, 0.08971931785345078, 0.19495739042758942, -0.09905371814966202, -0.1071910709142685, -0.12818846106529236, 0.21275189518928528, 0.04796547815203667, 0.01959773525595665, 0.07145807147026062, 0.026630442589521408, -0.1634153574705124, -0.06471166759729385, 0.02361992560327053, 0.05186554417014122, 0.018976939842104912, 0.05123433098196983, -0.24235256016254425, 0.0026273943949490786, 0.0505247600376606, -0.013410269282758236, 0.003977677319198847, 0.30818843841552734, 0.25522133708000183, 0.03171347454190254, 0.07398053258657455, 0.13885214924812317, 0.05466609448194504, -0.044969458132982254, 0.0316709540784359, -0.04458928108215332, 0.07965792715549469, -0.0027597679290920496, -0.11600660532712936, -0.08619247376918793, 0.2288646697998047, -0.1540597379207611, -0.061882294714450836, 0.06624064594507217, -0.011319074779748917, -0.17339898645877838, -0.05070465803146362, -0.21363049745559692, -0.01691020466387272, -0.012015008367598057, 0.11038046330213547, 0.16003160178661346, -0.16459360718727112, 0.01637614332139492, -0.10994328558444977, 0.009696763008832932, -0.09166928380727768, -0.1969662755727768, -0.07963388413190842, -0.2531108558177948, 0.08299227803945541, -0.13998819887638092, -0.00942948553711176, -0.08215846866369247, 0.01660948060452938]",Unisex Tailored Polo Shirt with Modern Design
