listing_id,product_index,seller_id,price,shipping_cost,discount,visits
L006488,2207,S001,2260,200,15,331
L006489,2207,S010,1942,155,5,112
L006490,2208,S008,2826,193,15,118
L006491,2208,S010,3014,0,5,324
L006492,2208,S002,2730,108,15,287
L006493,2209,S012,2445,62,5,41
L006494,2209,S005,2407,207,20,55
L006495,2209,S009,2357,66,20,157
L006496,2209,S008,2638,139,50,869
L006497,2209,S006,2816,94,25,127
L006498,2210,S013,2211,58,40,1367
L006499,2210,S001,2255,192,0,85
L006500,2210,S010,2231,248,25,410
L006501,2210,S005,2167,78,15,555
L006502,2210,S003,2246,162,0,282
L006503,2211,S007,719,236,20,162
L006504,2211,S010,660,109,10,110
L006505,2211,S011,682,134,30,103
L006506,2211,S002,680,244,20,193
L006507,2212,S004,834,182,20,80
L006508,2212,S010,853,0,5,797
L006509,2213,S008,2277,72,15,659
L006510,2213,S014,2236,0,40,57
L006511,2213,S011,2340,194,50,139
L006512,2214,S011,2857,170,10,683
L006513,2214,S004,2832,64,30,374
L006514,2214,S010,2653,136,15,226
L006515,2214,S006,2664,131,10,704
L006516,2215,S003,5910,169,30,219
L006517,2215,S009,6272,138,5,226
L006518,2215,S013,5758,63,50,15
L006519,2216,S001,3428,0,10,48
L006520,2216,S010,3424,68,5,390
L006521,2216,S004,2982,63,25,360
L006522,2216,S009,3061,223,10,157
L006523,2217,S013,2044,0,25,46
L006524,2218,S013,2995,0,50,100
L006525,2218,S010,2841,69,10,68
L006526,2219,S009,4858,138,10,249
L006527,2219,S001,5191,214,10,54
L006528,2219,S011,5552,247,10,186
L006529,2220,S004,2837,118,0,92
L006530,2220,S010,2823,248,10,153
L006531,2220,S005,2631,134,10,931
L006532,2220,S012,3119,100,30,13
L006533,2220,S002,2943,86,5,872
L006534,2221,S012,1065,0,10,347
L006535,2221,S010,1044,133,20,597
L006536,2221,S002,891,212,10,52
L006537,2222,S004,5488,213,0,181
L006538,2222,S012,5969,225,5,72
L006539,2223,S010,4662,240,10,63
L006540,2223,S008,4281,0,5,258
L006541,2223,S006,4140,106,5,46
L006542,2224,S008,573,0,15,301
L006543,2224,S004,532,109,10,224
L006544,2224,S002,526,88,25,70
L006545,2224,S006,589,113,15,249
L006546,2224,S013,597,160,20,137
L006547,2225,S012,2437,0,5,119
L006548,2226,S003,1795,124,30,771
L006549,2227,S009,3876,0,10,43
L006550,2227,S006,4510,61,30,107
L006551,2227,S001,3962,224,5,190
L006552,2227,S007,4673,95,15,351
L006553,2228,S012,2586,110,25,403
L006554,2228,S002,2558,130,0,355
L006555,2228,S004,2361,0,15,610
L006556,2228,S006,2813,145,5,157
L006557,2228,S007,2399,179,5,441
L006558,2229,S007,3810,75,5,615
L006559,2229,S012,4158,238,5,36
L006560,2229,S010,4161,76,5,217
L006561,2230,S011,3995,0,10,333
L006562,2230,S006,3492,240,10,57
L006563,2230,S004,3595,218,15,100
L006564,2231,S003,2777,110,5,141
L006565,2232,S005,4125,236,0,793
L006566,2232,S013,3827,179,20,113
L006567,2233,S013,1459,157,5,71
L006568,2233,S009,1601,164,40,43
L006569,2233,S010,1666,0,10,546
L006570,2233,S014,1590,0,10,165
L006571,2234,S007,2892,167,15,540
L006572,2234,S014,2584,218,25,891
L006573,2234,S013,2897,65,30,174
L006574,2234,S008,2751,216,5,382
L006575,2235,S004,1275,246,15,19
L006576,2235,S005,1279,148,15,433
L006577,2236,S012,4512,62,30,76
L006578,2236,S013,4554,96,20,163
L006579,2237,S007,4452,110,40,144
L006580,2237,S009,4192,118,50,56
L006581,2237,S005,4309,88,40,281
L006582,2238,S007,4272,228,15,157
L006583,2238,S008,4258,100,5,158
L006584,2238,S011,4185,123,10,492
L006585,2238,S013,4662,116,20,1095
L006586,2239,S003,628,108,50,150
L006587,2239,S009,630,185,5,81
L006588,2240,S008,4266,164,25,811
L006589,2240,S009,4166,250,20,658
L006590,2240,S011,4143,192,30,115
L006591,2240,S013,4725,123,5,201
L006592,2240,S006,4534,167,15,205
L006593,2241,S002,3791,0,30,34
L006594,2241,S008,4219,77,5,147
L006595,2241,S014,4127,123,20,67
L006596,2241,S011,4404,51,25,220
L006597,2242,S014,3997,98,20,104
L006598,2242,S011,4052,233,15,177
L006599,2242,S013,4505,243,15,161
L006600,2243,S003,6066,90,40,82
L006601,2243,S002,6356,220,15,1075
L006602,2243,S010,5504,0,40,648
L006603,2244,S007,818,0,0,99
L006604,2245,S006,4137,140,5,140
L006605,2245,S014,4275,248,15,34
L006606,2246,S003,2254,233,40,23
L006607,2246,S012,2553,222,40,532
L006608,2246,S007,2375,113,25,101
L006609,2247,S006,3624,74,10,125
L006610,2248,S014,2110,80,25,371
L006611,2248,S005,1979,225,10,160
L006612,2249,S009,985,217,20,336
L006613,2249,S001,912,95,15,426
L006614,2249,S004,925,219,15,104
L006615,2249,S002,980,0,0,855
L006616,2249,S013,942,124,15,331
L006617,2250,S003,2763,0,15,902
L006618,2251,S010,3102,0,10,169
L006619,2251,S014,2917,0,0,36
L006620,2251,S003,3016,0,25,189
L006621,2252,S009,3740,80,40,256
L006622,2252,S007,3741,128,60,81
L006623,2252,S011,3934,106,30,561
L006624,2252,S003,3894,106,30,122
L006625,2252,S012,4282,145,10,195
L006626,2253,S013,3662,203,10,552
L006627,2253,S008,3693,187,10,165
L006628,2254,S009,3724,0,30,107
L006629,2254,S003,4125,152,15,54
L006630,2255,S001,4223,163,20,90
L006631,2255,S004,4051,180,15,9
L006632,2255,S010,3864,219,25,64
L006633,2256,S007,2481,250,20,172
L006634,2256,S012,2424,0,10,152
L006635,2256,S013,2389,154,15,91
L006636,2256,S014,2401,221,40,59
L006637,2256,S009,2189,117,40,431
L006638,2257,S002,462,64,50,177
L006639,2257,S004,515,0,10,576
L006640,2257,S010,460,111,25,47
L006641,2258,S008,1886,126,40,88
L006642,2259,S012,1532,70,10,66
L006643,2260,S003,4045,206,15,130
L006644,2260,S010,4329,184,15,21
L006645,2260,S012,3857,70,20,87
L006646,2260,S014,3670,0,10,1088
L006647,2260,S001,4373,62,15,32
L006648,2261,S014,1185,183,10,114
L006649,2261,S006,1108,250,20,142
L006650,2262,S010,1009,0,0,66
L006651,2262,S009,920,229,15,97
L006652,2262,S013,975,0,30,140
L006653,2263,S005,4699,66,50,259
L006654,2263,S013,5585,0,50,625
L006655,2263,S004,4694,245,10,137
L006656,2264,S002,4595,172,0,167
L006657,2265,S006,1945,98,25,569
L006658,2265,S008,1756,82,0,260
L006659,2265,S014,1901,156,15,386
L006660,2265,S003,1990,113,10,105
L006661,2266,S012,6064,0,20,400
L006662,2266,S009,6364,0,15,147
L006663,2266,S003,5970,63,40,84
L006664,2267,S013,4765,109,15,286
L006665,2267,S005,4352,50,5,101
L006666,2267,S003,4380,169,50,90
L006667,2268,S003,3456,215,30,568
L006668,2268,S011,3911,78,10,170
L006669,2268,S007,3502,61,5,118
L006670,2268,S005,4017,232,25,1003
L006671,2269,S014,2391,217,10,283
L006672,2270,S013,5609,223,15,1800
L006673,2270,S007,5429,115,25,102
L006674,2270,S010,4712,51,25,298
L006675,2270,S008,5328,139,10,243
L006676,2270,S011,5594,181,15,130
L006677,2271,S005,1220,0,25,36
L006678,2271,S010,1201,231,5,449
L006679,2271,S001,1334,195,0,161
L006680,2271,S013,1181,0,0,692
L006681,2271,S006,1176,173,5,223
L006682,2272,S008,3864,250,10,1033
L006683,2272,S001,3286,176,25,9
L006684,2272,S007,3368,176,20,89
L006685,2272,S012,3649,89,30,468
L006686,2273,S013,2349,250,10,49
L006687,2274,S003,849,218,5,332
L006688,2275,S009,3600,125,10,237
L006689,2275,S013,3459,124,0,234
L006690,2275,S003,3243,166,10,253
L006691,2275,S001,3251,138,10,128
L006692,2275,S012,3631,98,10,103
L006693,2276,S008,4634,85,15,189
L006694,2276,S012,4977,170,5,343
L006695,2276,S010,4938,241,0,147
L006696,2276,S007,4977,76,10,474
L006697,2276,S013,4939,165,15,145
L006698,2277,S003,4022,136,40,45
L006699,2277,S014,3695,208,15,203
L006700,2277,S002,4071,237,15,129
L006701,2278,S011,4135,117,20,228
L006702,2278,S004,4231,158,50,440
L006703,2278,S006,3772,75,15,196
L006704,2278,S003,4421,0,5,717
L006705,2278,S014,4375,174,10,15
L006706,2279,S012,5065,146,10,133
L006707,2279,S011,5784,0,50,43
L006708,2279,S007,4902,183,50,277
L006709,2280,S011,4774,67,25,213
L006710,2280,S002,4732,233,10,122
L006711,2281,S011,3979,190,10,240
L006712,2282,S007,4964,181,0,190
L006713,2282,S014,5443,0,40,150
L006714,2282,S012,5495,0,0,92
L006715,2283,S003,3927,195,10,76
L006716,2284,S013,2262,193,10,55
L006717,2284,S014,2452,218,0,473
L006718,2284,S004,2601,53,30,283
L006719,2285,S008,817,162,20,459
L006720,2285,S010,775,162,10,16
L006721,2286,S007,2079,84,15,158
L006722,2286,S008,2063,111,40,18
L006723,2287,S011,2678,79,15,62
L006724,2287,S007,2389,229,5,311
L006725,2287,S001,2409,112,30,33
L006726,2287,S009,2395,230,20,15
L006727,2287,S005,2856,225,60,57
L006728,2288,S002,4771,70,15,212
L006729,2288,S005,4856,227,10,84
L006730,2288,S013,5212,112,15,182
L006731,2288,S011,5017,82,25,183
L006732,2289,S003,2491,99,25,328
L006733,2289,S007,2462,215,20,145
L006734,2289,S010,2331,190,15,432
L006735,2290,S013,3212,144,25,12
L006736,2291,S010,2657,189,40,607
L006737,2291,S009,2922,161,0,60
L006738,2291,S008,2773,193,10,378
L006739,2291,S011,2782,0,30,384
L006740,2292,S007,6422,0,20,35
L006741,2292,S001,5965,211,10,575
L006742,2292,S009,6182,84,15,54
L006743,2292,S013,6136,212,25,152
L006744,2293,S009,4169,89,15,54
L006745,2293,S008,3764,173,0,40
L006746,2293,S011,4292,213,50,306
L006747,2293,S014,3713,0,60,127
L006748,2294,S003,1241,108,5,83
L006749,2294,S013,1229,0,25,277
L006750,2294,S014,1147,129,30,56
L006751,2294,S002,1162,236,15,85
L006752,2294,S012,1127,62,5,59
L006753,2295,S011,2741,0,5,32
L006754,2296,S003,4697,152,40,335
L006755,2296,S011,5256,167,0,75
L006756,2296,S001,4862,190,15,105
L006757,2296,S009,4715,243,0,142
L006758,2296,S005,4751,141,30,242
L006759,2297,S006,513,0,15,65
L006760,2298,S004,726,127,10,38
L006761,2298,S005,657,235,0,107
L006762,2298,S008,636,161,15,28
L006763,2298,S001,758,185,15,31
L006764,2298,S011,653,133,10,296
L006765,2299,S014,2619,219,60,57
L006766,2300,S006,4852,162,15,439
L006767,2300,S007,4606,239,40,155
L006768,2301,S006,517,122,15,98
L006769,2301,S004,584,0,10,132
L006770,2301,S013,547,112,10,44
L006771,2302,S010,3356,74,20,52
L006772,2303,S012,2188,202,10,83
L006773,2303,S002,2582,171,5,48
L006774,2303,S008,2201,226,40,192
L006775,2303,S013,2512,123,20,206
L006776,2304,S002,2521,237,5,154
L006777,2304,S006,2787,250,20,257
L006778,2305,S011,4914,241,5,89
L006779,2305,S012,4309,0,5,52
L006780,2305,S006,4445,0,15,148
L006781,2306,S012,2822,247,5,152
L006782,2306,S003,2467,215,20,83
L006783,2307,S003,1605,233,40,247
L006784,2307,S008,1396,164,0,355
L006785,2307,S011,1404,0,50,64
L006786,2307,S012,1587,94,20,43
L006787,2307,S014,1659,216,5,407
L006788,2308,S002,5197,74,5,176
L006789,2308,S008,5673,131,10,664
L006790,2308,S007,5593,0,20,496
L006791,2308,S004,5835,115,0,144
L006792,2309,S001,3772,248,30,51
L006793,2309,S014,3367,132,5,1073
L006794,2309,S012,3237,197,0,120
L006795,2310,S013,2628,120,20,147
L006796,2310,S002,2566,0,20,693
L006797,2310,S009,2339,0,20,291
L006798,2310,S005,2661,82,20,57
L006799,2310,S010,2553,0,15,24
L006800,2311,S008,3625,162,20,126
L006801,2311,S003,3730,112,5,66
L006802,2311,S005,3497,172,20,235
L006803,2312,S008,2226,72,20,150
L006804,2312,S013,2224,222,10,90
L006805,2312,S003,2205,0,0,113
L006806,2312,S005,2259,198,20,2068
L006807,2312,S011,2254,195,50,638
L006808,2313,S013,3265,124,10,257
L006809,2314,S002,1859,136,25,36
L006810,2314,S009,2069,215,20,93
L006811,2314,S005,1852,78,30,71
L006812,2314,S001,2101,61,10,39
L006813,2315,S012,1281,0,0,68
L006814,2315,S004,1350,127,25,317
L006815,2315,S003,1121,151,0,679
L006816,2315,S013,1296,0,25,152
L006817,2316,S002,4419,172,10,99
L006818,2316,S006,3678,50,5,206
L006819,2316,S009,4203,129,15,133
L006820,2317,S012,5472,149,10,49
L006821,2318,S011,2133,126,5,204
L006822,2319,S010,3030,182,40,209
L006823,2319,S002,2819,153,30,57
L006824,2319,S011,2994,51,25,758
L006825,2319,S008,3039,86,10,109
L006826,2320,S014,3537,62,15,363
L006827,2320,S013,3116,102,20,32
L006828,2320,S010,3260,0,15,24
L006829,2320,S001,3546,122,20,61
L006830,2320,S008,3462,182,0,834
L006831,2321,S004,2880,123,15,62
L006832,2321,S013,2683,238,5,19
L006833,2321,S008,2826,97,20,334
L006834,2321,S002,2649,88,0,307
L006835,2321,S005,2850,0,15,166
L006836,2322,S010,5252,114,30,116
L006837,2322,S014,5219,129,20,824
L006838,2322,S009,5448,154,10,142
L006839,2323,S011,1210,132,40,32
L006840,2324,S008,3582,70,30,376
L006841,2325,S003,1133,162,0,75
L006842,2325,S006,1113,191,10,149
L006843,2325,S005,1147,0,10,812
L006844,2325,S011,1005,249,25,467
L006845,2326,S007,2927,0,5,118
L006846,2326,S006,3045,0,10,263
L006847,2326,S013,3040,61,20,96
L006848,2327,S002,1994,74,0,91
L006849,2327,S009,1910,220,25,149
L006850,2327,S004,1785,226,10,733
L006851,2328,S011,4488,198,20,171
L006852,2328,S008,5414,83,20,275
L006853,2328,S014,4631,98,10,2376
L006854,2328,S002,5262,0,25,349
L006855,2328,S012,5257,226,5,25
L006856,2329,S014,3122,108,0,175
L006857,2329,S002,3374,164,20,544
L006858,2329,S001,3077,85,10,144
L006859,2329,S003,3467,0,15,77
L006860,2329,S011,3169,206,15,403
L006861,2330,S012,3950,242,20,251
L006862,2330,S001,3820,112,0,89
L006863,2330,S005,3525,102,20,292
L006864,2330,S008,3724,145,30,197
L006865,2331,S007,1557,123,20,23
L006866,2332,S004,1581,50,25,106
L006867,2333,S014,5625,0,0,333
L006868,2333,S001,5665,0,15,131
L006869,2333,S009,5684,165,25,72
L006870,2333,S004,5434,239,15,45
L006871,2333,S013,5946,173,10,124
L006872,2334,S011,5909,0,20,56
L006873,2334,S002,5466,122,25,153
L006874,2334,S004,5406,153,15,38
L006875,2334,S007,5923,0,10,270
L006876,2334,S003,5804,233,10,488
L006877,2335,S001,2655,137,0,511
L006878,2336,S003,713,150,20,181
L006879,2336,S005,656,180,5,224
L006880,2336,S007,727,108,5,145
L006881,2336,S004,733,223,40,82
L006882,2336,S014,729,70,10,184
L006883,2337,S004,4195,125,25,470
L006884,2337,S011,4191,97,5,211
L006885,2337,S005,4282,210,15,133
L006886,2337,S002,4378,95,15,595
L006887,2338,S003,1647,0,20,78
L006888,2338,S006,1527,135,20,312
L006889,2338,S005,1474,0,25,866
L006890,2338,S009,1734,72,0,120
L006891,2338,S013,1552,98,0,291
L006892,2339,S010,3397,170,30,150
L006893,2339,S004,3221,95,15,239
L006894,2339,S001,3304,87,10,35
L006895,2340,S012,3816,99,30,27
L006896,2341,S005,4958,199,10,304
L006897,2341,S007,4132,60,5,123
L006898,2341,S013,4782,178,20,164
L006899,2341,S006,4375,229,0,121
L006900,2342,S014,2797,235,20,31
L006901,2342,S009,2610,51,20,287
L006902,2342,S004,2758,69,5,149
L006903,2342,S006,2457,122,40,94
L006904,2342,S005,2769,155,30,260
L006905,2343,S009,2302,124,20,2345
L006906,2343,S002,2348,197,5,82
L006907,2343,S008,2087,127,5,710
L006908,2343,S005,2141,103,5,330
L006909,2344,S003,5579,139,10,80
L006910,2344,S009,5416,0,5,1364
L006911,2344,S006,4965,227,10,624
L006912,2345,S001,511,183,5,788
L006913,2346,S014,5178,82,5,382
L006914,2346,S006,4832,0,5,389
L006915,2346,S009,4742,141,25,28
L006916,2346,S010,4887,0,30,146
L006917,2346,S007,4400,82,0,129
L006918,2347,S001,696,210,0,61
L006919,2348,S002,5400,169,10,276
L006920,2348,S011,5920,190,10,185
L006921,2349,S011,5748,240,0,159
L006922,2349,S012,5618,152,30,91
L006923,2349,S004,5311,65,0,72
L006924,2349,S010,5634,181,5,239
L006925,2349,S001,5550,205,15,56
L006926,2350,S009,5865,83,5,66
L006927,2351,S008,6071,172,10,124
L006928,2351,S011,5381,118,40,294
L006929,2351,S013,5531,0,20,477
L006930,2351,S001,6088,102,20,86
L006931,2351,S003,6278,185,25,148
L006932,2352,S001,4262,51,15,230
L006933,2352,S006,4495,180,5,353
L006934,2352,S005,4148,0,30,1060
L006935,2352,S014,4662,0,15,172
L006936,2353,S008,5172,0,15,163
L006937,2353,S007,5613,0,0,170
L006938,2354,S013,1519,129,20,60
L006939,2354,S009,1667,135,5,195
L006940,2354,S004,1717,121,15,83
L006941,2354,S012,1666,131,20,39
L006942,2354,S001,1492,0,10,84
L006943,2355,S004,1698,0,5,38
L006944,2355,S001,1572,123,10,398
L006945,2355,S009,1798,131,5,13
L006946,2355,S011,1531,0,5,454
L006947,2356,S010,4288,128,5,13
L006948,2356,S013,4604,244,10,1345
L006949,2357,S006,1561,0,15,1384
L006950,2357,S004,1589,197,15,45
L006951,2357,S001,1621,86,20,164
L006952,2357,S011,1469,142,20,18
L006953,2358,S009,5029,190,20,45
L006954,2358,S012,4985,59,30,91
L006955,2358,S002,4849,210,10,173
L006956,2358,S004,4662,97,20,66
L006957,2358,S014,5185,53,20,1204
L006958,2359,S010,4107,197,20,102
L006959,2359,S005,3982,150,25,51
L006960,2359,S001,3986,173,25,282
L006961,2360,S002,2039,52,0,83
L006962,2361,S005,861,169,10,59
L006963,2361,S002,925,0,0,303
L006964,2361,S001,876,226,15,28
L006965,2361,S013,918,154,10,200
L006966,2362,S004,3727,0,0,166
L006967,2362,S013,3627,91,0,219
L006968,2363,S006,3559,0,20,110
L006969,2363,S014,3753,242,15,615
L006970,2363,S010,3336,94,5,1173
L006971,2363,S005,3827,239,5,268
L006972,2363,S004,3621,219,20,129
L006973,2364,S012,535,108,20,556
L006974,2364,S007,551,210,50,32
L006975,2364,S011,509,221,30,160
L006976,2364,S005,477,238,50,58
L006977,2365,S014,5277,98,15,141
L006978,2366,S005,3607,0,0,31
L006979,2366,S002,3696,92,20,18
L006980,2366,S009,4178,85,0,79
L006981,2366,S006,3853,0,15,132
L006982,2366,S014,3737,0,10,374
L006983,2367,S004,2581,219,0,225
L006984,2368,S007,1181,0,20,91
L006985,2368,S009,1344,226,5,182
L006986,2368,S011,1322,0,30,23
L006987,2368,S002,1157,92,15,32
L006988,2368,S010,1202,140,5,247
L006989,2369,S001,5385,0,20,67
L006990,2369,S006,4754,167,15,127
L006991,2369,S011,5020,97,15,24
L006992,2369,S002,5062,135,20,472
L006993,2370,S008,2721,181,20,57
L006994,2371,S001,1957,243,30,430
L006995,2371,S012,2248,0,30,147
L006996,2372,S014,4289,0,10,13
L006997,2372,S002,4586,240,15,60
L006998,2372,S012,4343,145,20,15
L006999,2372,S003,4357,230,15,585
L007000,2372,S001,4162,168,5,179
L007001,2373,S005,6047,136,40,281
L007002,2373,S006,5594,0,0,100
L007003,2373,S001,5724,105,25,78
L007004,2373,S009,5357,208,15,92
L007005,2373,S013,6164,0,5,65
L007006,2374,S007,4888,213,15,288
L007007,2375,S009,2744,217,25,40
L007008,2375,S007,2475,234,15,22
L007009,2375,S008,2771,87,15,336
L007010,2375,S002,2867,247,15,345
L007011,2375,S006,2822,77,10,83
L007012,2376,S013,628,114,15,119
L007013,2376,S012,664,56,20,33
L007014,2376,S001,635,214,50,109
L007015,2377,S005,5554,165,30,65
L007016,2378,S002,4320,150,10,154
L007017,2379,S002,2060,149,20,82
L007018,2379,S013,2061,175,20,73
L007019,2379,S003,1963,144,0,40
L007020,2379,S007,2178,141,40,395
L007021,2380,S009,4871,132,15,312
L007022,2380,S004,4347,154,40,105
L007023,2380,S008,4884,69,10,207
L007024,2380,S010,4365,101,0,122
L007025,2380,S013,4761,220,15,69
L007026,2381,S011,1176,0,20,77
L007027,2382,S006,3051,0,25,249
L007028,2382,S013,3068,0,5,235
L007029,2382,S012,3265,103,20,224
L007030,2382,S011,3345,231,20,212
L007031,2382,S002,2883,129,10,191
L007032,2383,S010,2577,0,10,347
L007033,2384,S001,1562,86,20,203
L007034,2384,S011,1413,144,20,60
L007035,2385,S013,5875,147,10,148
L007036,2385,S002,6368,225,10,81
L007037,2385,S011,6068,91,20,433
L007038,2386,S014,4391,174,20,422
L007039,2386,S004,4415,172,10,96
L007040,2386,S003,4334,217,5,136
L007041,2387,S009,1937,141,10,75
L007042,2387,S013,1952,122,0,1240
L007043,2387,S001,2180,0,50,17
L007044,2388,S011,3430,111,10,272
L007045,2388,S012,3159,87,20,331
L007046,2388,S014,3462,81,5,137
L007047,2388,S005,3395,0,15,35
L007048,2388,S002,3714,107,30,130
L007049,2389,S012,711,97,10,43
L007050,2389,S013,626,134,5,226
L007051,2389,S014,650,136,10,255
L007052,2389,S008,590,197,20,190
L007053,2389,S006,607,129,10,51
L007054,2390,S002,5952,202,0,883
L007055,2391,S010,3696,55,5,295
L007056,2391,S014,3986,103,10,178
L007057,2391,S012,4324,226,10,79
L007058,2391,S009,3924,0,30,91
L007059,2392,S009,5166,186,10,559
L007060,2393,S004,2381,99,15,44
L007061,2393,S005,2616,53,10,71
L007062,2394,S011,4460,0,50,1810
L007063,2394,S014,4626,106,0,283
L007064,2394,S009,4449,94,10,110
L007065,2394,S004,4862,78,15,64
L007066,2394,S007,4679,227,0,96
L007067,2395,S008,1795,194,15,81
L007068,2395,S004,1824,125,40,120
L007069,2395,S014,1574,187,40,60
L007070,2395,S006,1622,54,10,374
L007071,2396,S001,5892,126,5,61
L007072,2396,S004,5520,93,0,60
L007073,2396,S002,5818,0,40,253
L007074,2396,S014,5565,173,5,754
L007075,2397,S005,3202,230,25,72
L007076,2397,S012,2829,188,0,375
L007077,2397,S006,3170,111,30,423
L007078,2397,S001,2805,82,30,117
L007079,2397,S003,2895,166,10,35
L007080,2398,S005,4917,235,0,180
L007081,2399,S009,5257,214,20,106
L007082,2399,S008,4989,155,10,418
L007083,2399,S013,5495,114,20,41
L007084,2400,S005,3504,80,15,191
L007085,2400,S004,3733,207,50,32
L007086,2400,S011,3833,101,10,791
L007087,2400,S013,3522,76,5,141
L007088,2400,S010,3393,58,10,384
L007089,2401,S010,4757,88,0,816
L007090,2401,S006,4807,101,50,586
L007091,2401,S001,5347,117,5,113
L007092,2401,S009,5176,218,5,53
L007093,2402,S001,2620,73,5,427
L007094,2402,S014,2562,91,0,518
L007095,2402,S010,2512,160,30,11
L007096,2402,S006,2331,204,20,280
L007097,2402,S005,2518,213,15,337
L007098,2403,S012,5089,245,30,203
L007099,2403,S007,5982,70,30,128
L007100,2403,S014,5615,195,5,43
L007101,2404,S007,4468,156,40,119
L007102,2404,S003,4331,151,0,202
L007103,2404,S011,3860,235,10,25
L007104,2404,S009,3817,243,20,579
L007105,2404,S010,3849,78,20,52
L007106,2405,S014,1882,181,5,829
L007107,2405,S011,2087,77,15,92
L007108,2405,S008,1984,226,0,31
L007109,2406,S001,803,0,10,153
L007110,2407,S007,738,0,40,193
L007111,2407,S005,745,0,15,217
L007112,2407,S012,787,212,15,429
L007113,2407,S004,725,100,15,264
L007114,2408,S010,3084,0,30,87
L007115,2408,S012,3157,0,10,21
L007116,2408,S013,3181,219,10,66
L007117,2408,S001,3098,65,5,2471
L007118,2408,S005,3170,0,5,273
L007119,2409,S014,1715,244,20,63
L007120,2409,S007,1858,0,25,54
L007121,2409,S012,1790,0,0,304
L007122,2410,S005,5484,198,15,146
L007123,2410,S006,5879,127,15,634
L007124,2410,S001,5471,163,60,16
L007125,2410,S012,5883,195,20,166
L007126,2411,S005,5329,118,50,1080
L007127,2411,S006,5309,146,20,297
L007128,2411,S013,5388,80,60,155
L007129,2411,S009,4935,0,5,554
L007130,2411,S012,4734,55,0,399
L007131,2412,S012,4329,0,20,187
L007132,2412,S013,4522,112,10,69
L007133,2413,S009,3534,87,0,245
L007134,2413,S006,3365,0,5,141
L007135,2413,S008,4021,140,10,285
L007136,2413,S004,3985,177,30,252
L007137,2413,S007,3641,61,15,544
L007138,2414,S012,849,128,20,73
L007139,2414,S003,716,60,30,160
L007140,2414,S014,789,236,5,150
L007141,2415,S001,3029,243,5,597
L007142,2415,S008,3044,229,50,320
L007143,2415,S003,2854,218,15,104
L007144,2415,S005,3121,146,10,139
L007145,2415,S007,2817,0,0,170
L007146,2416,S012,2775,159,25,289
L007147,2417,S006,5927,244,10,115
L007148,2417,S012,6226,197,15,491
L007149,2417,S009,6154,0,15,330
L007150,2417,S001,6253,0,5,97
L007151,2418,S001,2528,186,15,148
L007152,2418,S008,2590,60,30,79
L007153,2418,S006,2678,139,10,206
L007154,2419,S008,2161,96,30,36
L007155,2419,S009,2054,141,25,393
L007156,2420,S014,802,183,20,384
L007157,2420,S003,840,131,5,231
L007158,2421,S005,2658,119,0,318
L007159,2421,S001,2521,239,10,699
L007160,2421,S003,2600,189,20,70
L007161,2422,S001,3948,63,15,192
L007162,2422,S005,4573,148,10,112
L007163,2422,S009,4580,189,0,721
L007164,2422,S007,4138,0,5,84
L007165,2422,S014,4076,241,10,124
L007166,2423,S001,5659,146,20,149
L007167,2423,S014,5654,178,5,193
L007168,2423,S008,6075,167,50,172
L007169,2423,S002,5570,208,15,85
L007170,2423,S009,6009,145,15,14
L007171,2424,S012,3658,210,10,57
L007172,2424,S005,3580,119,10,199
L007173,2424,S014,3572,101,15,342
L007174,2424,S009,3923,154,5,102
L007175,2425,S014,2185,65,10,507
L007176,2425,S009,2230,139,5,351
L007177,2425,S002,2380,144,5,298
L007178,2425,S007,2451,119,5,144
L007179,2425,S001,2476,93,20,247
L007180,2426,S008,1072,69,25,66
L007181,2426,S011,960,112,10,130
L007182,2426,S012,942,158,10,469
L007183,2426,S014,892,237,20,387
L007184,2427,S009,1456,63,5,669
L007185,2427,S007,1333,138,50,84
L007186,2427,S003,1297,216,25,425
L007187,2427,S004,1465,207,10,746
L007188,2428,S009,1421,173,20,294
L007189,2428,S004,1580,0,25,252
L007190,2428,S010,1410,0,50,48
L007191,2429,S010,2998,53,15,93
L007192,2429,S008,3228,85,60,368
L007193,2430,S014,5329,218,30,75
L007194,2430,S012,5105,162,50,172
L007195,2430,S013,4691,245,5,361
L007196,2431,S014,4455,152,25,487
L007197,2431,S007,3913,164,15,148
L007198,2431,S001,3789,85,15,676
L007199,2432,S003,5204,154,25,577
L007200,2433,S008,2093,61,10,104
L007201,2433,S011,2012,0,20,166
L007202,2434,S001,1438,184,0,447
L007203,2434,S012,1634,158,5,141
L007204,2434,S008,1526,237,5,459
L007205,2435,S013,3648,245,10,606
L007206,2435,S007,3733,99,20,184
L007207,2435,S002,3999,0,30,81
L007208,2435,S008,4168,130,0,327
L007209,2436,S001,3590,64,25,88
L007210,2436,S002,3923,186,10,137
L007211,2436,S014,3769,234,30,191
L007212,2436,S012,4059,141,5,218
L007213,2437,S013,3552,158,30,139
L007214,2437,S009,3399,113,30,499
L007215,2437,S001,3090,88,0,125
L007216,2437,S006,3543,95,40,54
L007217,2438,S002,5056,210,5,313
L007218,2438,S009,4413,0,40,212
L007219,2439,S006,4519,81,10,56
L007220,2440,S002,5031,158,0,1565
L007221,2441,S004,3651,140,25,225
L007222,2441,S013,4198,203,25,53
L007223,2442,S007,4066,227,10,84
L007224,2442,S014,4806,116,15,85
L007225,2442,S006,4107,183,0,266
